CITY_MARKET_ID,value,AIRPORT,CITY_NAME
31703,0.015391582264919572,"{'EWR', 'LGA', 'TSS', 'JFK', 'JRA', 'HPN', 'SWF', 'JRB', 'ISP'}","{'Islip, NY', 'Newburgh/Poughkeepsie, NY', 'White Plains, NY', 'New York, NY', 'Newark, NJ'}"
30299,0.012195683478386976,"{'ANC', 'MRI', 'DQL', 'EDF'}","{'Anchorage, AK'}"
32575,0.010919742556705633,"{'SMO', 'ONT', 'VNY', 'LAX', 'HHR', 'BUR', 'LGB', 'SNA'}","{'Burbank, CA', 'Santa Monica, CA', 'Long Beach, CA', 'Ontario, CA', 'Santa Ana, CA', 'Hawthorne, CA', 'Van Nuys, CA', 'Los Angeles, CA'}"
30977,0.010918928164583439,"{'DPA', 'ORD', 'LOT', 'GYY', 'MDW', 'PWK'}","{'Gary, IN', 'Chicago, IL', 'Chicago/Romeoville, IL'}"
30194,0.010706087883376762,"{'DFW', 'ADS', 'DAL', 'AFW', 'RBD', 'FWH', 'FTW'}","{'Dallas, TX', 'Fort Worth, TX', 'Dallas/Fort Worth, TX'}"
30325,0.010292582814133111,"{'DEN', 'APA', 'BFK'}","{'Aurora, CO', 'Denver, CO'}"
30852,0.009268917189802611,"{'BWI', 'MTN', 'DCA', 'IAD'}","{'Washington, DC', 'Baltimore, MD'}"
35167,0.009025571999952726,{'TEB'},"{'Teterboro, NJ'}"
31517,0.008750338654066315,"{'FAI', 'EIL', 'A01', 'FBK', 'MTX'}","{'Fairbanks/Ft. Wainwright, AK', 'Fairbanks, AK'}"
30559,0.008727218106410703,"{'KEH', 'BFI', 'SEA', 'LKE'}","{'Seattle, WA', 'Kenmore, WA'}"
30056,0.008647527258524263,{'A43'},"{'Kodiak Island, AK'}"
30397,0.008227251167147209,"{'PDK', 'ATL', 'QMA', 'FTY'}","{'Atlanta, GA', 'Kennesaw, GA'}"
31650,0.007884739394968013,"{'MN7', 'FCM', 'STP', 'MSP'}","{'Minneapolis, MN', 'Minneapolis/St. Paul, MN'}"
30466,0.007432822637269441,"{'GYR', 'AZ3', 'AZA', 'PHX', 'SCF', 'DVT'}","{'Phoenix, AZ', 'Glendale, AZ', 'Goodyear, AZ'}"
32467,0.007322208320833635,"{'OPF', 'MIA', 'FXE', 'MPB', 'TMB', 'FLL'}","{'Fort Lauderdale, FL', 'Miami, FL'}"
30693,0.007088933316348066,"{'TN8', 'BNA'}","{'Nashville, TN'}"
32457,0.006896884526604514,"{'SFO', 'OAK', 'CCR', 'SJC'}","{'San Jose, CA', 'San Francisco, CA', 'Oakland, CA', 'Concord, CA'}"
31057,0.0066937691526892905,{'CLT'},"{'Charlotte, NC'}"
