node,label
Lisa Scenna,0
Christopher Russell,0
Patrick Duffy,0
Jodie Sweetin,0
Keith Cooper,0
Liam MacDonald,0
Jess Walton,0
Lauren Holly,0
Morgan Neundorf,0
Paul Mason,0
Adam Crew,0
Matt Schichter,0
Will Ennis,0
Clara Kushnir,0
Ethan Yang,0
Maya Franzoi,0
Noah Dyer,0
Kelly Rutherford,0
Loukia Ioannou,0
Khiyla Aynne,0
Ashley Rogan,0
Karen Slater,0
Mark Ghanimé,0
Renee Stein,0
Morgan Fairchild,0
Madeline Leon,0
Kaitlyn Leeb,0
Kimberly-Sue Murray,0
Stephen Huszar,0
Scott Cavalheiro,0
Xyriel Manabat,1
Irma Adlawan,1
Nadine Lustre,1
Angelu De Leon,1
Ian Veneracion,1
Rowell Santiago,1
Rayver Cruz,1
Shaina Magdayao,1
Enchong Dee,1
Maricel Soriano,1
Matet De Leon,1
Liza Soberano,1
JC de Vera,1
Marco Masa,1
Arlene Muchlach,1
Kathryn Bernardo,1
Ejay Falcon,1
John Lloyd Cruz,1
Ai-Ai de las Alas,1
Kean Cipriano,1
Billy Crawford,1
Daniel Padilla,1
Coco Martin,1
Deejay Durano,1
Kris Aquino,1
Ara Mina,1
Alonzo Muhlach,1
Jeffrey Tam,1
MC Calaquian,1
Yuki Kadooka,1
Ketchup Eusebio,1
Angel Locsin,1
Joey Marquez,1
Tom Rodriguez,1
James Reid,1
James Blanco,1
Janus del Prado,1
Badjie Mortiz,1
Tirso Cruz III,1
Sam Milby,1
Sarah Geronimo,1
Alex Gonzaga,1
Angeline Quinto,1
Bernard Palanca,1
Cristine Reyes,1
Ronaldo Valdez,1
Vice Ganda,1
Arci Muñoz,1
Donita Rose,1
Neils Coleta,1
Dimples Romana,1
Marco Gumabao,1
Aga Muhlach,1
Cherry Pie Picache,1
Jiro Manio,1
Karla Estrada,1
Jeffrey Quizon,1
Ruffa Gutierrez,1
Lassy Marquez,1
Bea Alonzo,1
Dawn Zulueta,1
Sofia Andres,1
Alwyn Uytingco,1
Khalil Ramos,1
Joross Gamboa,1
Richard Gomez,1
Cai Cortez,1
Ryan Bang,1
Dingdong Dantes,1
Pamu Pamorada,1
Shamaine Centenera,1
Isabelle Daza,1
Beatriz Saw,1
Gloria Diaz,1
Andre Garcia,1
Eugene Domingo,1
Carlo Aquino,1
Dante Rivero,1
Igi Boy Flores,1
Enrique Gil,1
Coney Reyes,1
Bobby Andrews,1
Ahron Villena,1
Bimby Aquino-Yap,1
Gio Alvarez,1
Al Tantay,1
Serena Dalrymple,1
Toni Gonzaga,1
Miles Ocampo,1
Yoichi Masukawa,2
Shinichiro Miki,2
Mutsumi Tamura,2
Shinji Kawada,2
Yukari Tamura,2
Tomokazu Sugita,2
Toshiyuki Morikawa,2
Koichi Tochika,2
Nana Mizuki,2
Kentaro Ito,2
Kenji Nojima,2
Satoshi Hino,2
Chie Nakamura,2
Kengo Kawanishi,2
Masaaki Tsukada,2
Yuki Kaji,2
Kazuya Nakai,2
Jun Fukuyama,2
Showtaro Morikubo,2
Takanori Hoshino,2
Misaki Kuno,2
Yoko Hikasa,2
Masuo Amada,2
Reiko Suzuki,2
Satsuki Yukino,2
Tarusuke Shingaki,2
Rikiya Koyama,2
Masako Katsuki,2
Ikkyu Juku,2
Mitsuaki Madono,2
Kenji Hamada,2
Aya Hirano,2
Aoi Yuki,2
Mie Sonozaki,2
Haruka Tomatsu,2
Yasuhiro Mamiya,2
Masakazu Morita,2
Takaya Kuroda,2
Sora Amamiya,2
Toru Sakurai,2
Kenichirou Matsuda,2
Kentarô Itô,2
Yoji Ueda,2
Nobuaki Fukuda,2
Yuhei Takagi,2
Fumiko Orikasa,2
Noriaki Sugiyama,2
Maaya Sakamoto,2
Akio Otsuka,2
Yuki Matsuoka,2
Saori Hayami,2
Kazuhiko Inoue,2
Romi Park,2
Silk Road,2
Mayumi Asano,2
Ryoka Yuzuki,2
Tatsuhisa Suzuki,2
Ryotaro Okiayu,2
Hiroshi Kamiya,2
Yuichi Nakamura,2
Kosei Hirota,2
Kosuke Toriumi,2
Junko Takeuchi,2
Tsubasa Yonaga,2
Mayuki Makiguchi,2
Masaki Terasoma,2
Miyuki Sawashiro,2
Subholina Sen,3
Ananya Biswas,3
Joyraj Bhattacharya,3
Tinu Verghese,3
Shashank Arora,3
Soumendra Bhattacharya,3
Shruti Viswan,3
Anubrata Basu,3
Tanmay Dhanania,3
Ranodeep Bose,3
Vaishwath Shankar,3
Krish Moitra,3
Sid Mallya,3
Satchit Puranik,3
Piaa Bajpai,3
Nikhil Chopra,3
Gitanjali Dang,3
Satarupa Das,3
Soumyak Kanti DeBiswas,3
Sayani Gupta,3
Rii,3
Sindhu Sreenivasa Murthy,3
Swara Bhaskar,3
Pooja Ruparel,3
Immaduddin Shah,3
Maya Tideman,3
Trimala Adhikari,3
Chaitanya Varad,3
Huma Qureshi,3
Megalyn Echikunwoke,4
Gino Vento,4
Aml Ameen,4
Lyndon Smith,4
Wood Harris,4
Chris Chalk,4
Shea Whigham,4
Viola Davis,4
Robert Curtis Brown,4
Naturi Naughton,4
Marque Richardson,4
Kevin Carroll,4
Jennifer Lopez,4
Regina Hall,4
Nia Jervier,4
Julius Tennon,4
Eden Sher,4
Remo Greene,4
Yolonda Ross,4
Joyce Walker,4
Cam'ron,4
Matt McGorry,4
Chi McBride,4
Mekhi Phifer,4
Gage Golightly,4
Alessandra Torresani,4
Esai Morales,4
Will Brittain,4
Cynthia Martells,4
Michole Briana White,4
Andre Royo,4
Luke Massy,5
Tanya van Graan,5
JeeJa Yanin,5
Tsahi Halevi,5
Jenna Upton,5
Scott Adkins,5
Daniel Janks,5
Michael Paré,5
Pearl Thusi,5
Yennis Cheung,5
Amos Tamam,5
Mayling Ng,5
Juju Chan,5
Tony Jaa,5
Neels Clasen,5
Cassie Clare,5
Zak Hendrikz,5
Ted Danson,5
Luke LaFontaine,5
Christopher McDonald,5
Kierston Wareing,5
Christine Marzano,5
Yael Eitan,5
Louis Mandylor,5
Ben Cross,5
Mark Strange,5
Michael Jai White,5
Stephanie Schildknecht,5
