node,label
Krishna Vamshi,0
Stevie Wermers,1
Mark Osborne,2
Nishikant Kamat,0
Umesh Shukla,0
Ryan Murphy,2
Sam Raimi,2
Ethan Coen,2
Rajiv Mehra,0
Shivam Nair,0
Rajesh Mapuskar,0
Mark Williams,0
Ken Kwapis,1
Manish Jha,0
Mahesh Bhatt,0
Lauren Hoekstra,2
Prakash Mehra,3
Amol Palekar,3
Anees Bazmee,0
Lauren Miller Rogen,1
Dibakar Banerjee,3
Patrick Osborne,1
Partho Ghosh,0
N. Chandra,0
Indra Kumar,0
Zoya Akhtar,3
Sunil Kumar Agrawal,3
Will Lowell,2
Aziz Mirza,0
Bejoy Nambiar,3
Gus Van Sant,2
Anthony D'Souza,0
Dharmesh Darshan,0
Hrishikesh Mukherjee,3
Nagesh Kukunoor,0
Elizabeth Banks,1
Jonathan van Tulleken,1
David Beier,2
Jon YonKondy,2
Shakti Samanta,3
Vivek Agnihotri,0
Mahin Ibrahim,2
Kaizad Gustad,3
James Duffy,1
Mark Columbus,2
Mikhil Musale,0
Imtiaz Ali,0
Mukul Anand,0
Nikhil Advani,0
Amaan Khan,3
Vanita Shastry,2
Satish Kaushik,0
Nathan Greno,1
Anurag Basu,0
Latif Faiziyev,3
David Dhawan,0
Xu Zhang,2
Rohit Shetty,0
Steve Antin,1
Mike Gabriel,1
Surya S.J.,3
Jennifer Lee,1
Sujoy Ghosh,3
John Kahrs,1
Umesh Mehra,0
Dharmendra Suresh Desai,0
Ashutosh Gowariker,0
Shirish Kunder,0
Santosh Sivan,0
Gurudev Bhalla,0
Lauren MacMullan,1
Dave Dorsey,2
Rakesh Mehta,0
Shree Narayan Singh,0
Chandra Barot,3
Ayaan Mukherji,0
Ram Gopal Varma,0
John Dahl,2
Shadae Lamar Smith,2
Chandan Arora,0
Abhishek Kapoor,0
Renzil D'Silva,0
Dax Shepard,1
Mani Ratnam,0
Peter Farrelly,1
Ahishor Solomon,0
Byron Howard,1
Karan Johar,3
Will Graham,1
Ken Marino,1
Henrik Ruben Genz,2
Ryan Moody,2
Chris Buck,1
Kunal Deshmukh,0
Shyam Benegal,0
Sooraj R. Barjatya,0
Simon Savelyev,2
Sudhir Mishra,0
Priyadarshan,0
Pamela Romanowsky,2
Jeremy David White,2
James Gunn,1
Mark Henn,1
Joel Coen,2
Kookie V. Gulati,0
Aanand Rai,0
Sarah Kruchowski,2
Satyajit Bhatkal,0
Milan Luthria,0
Brett Ratner,1
Ketan Mehta,0
Apoorva Lakhia,3
Puri Jagannadh,3
Samir Karnik,3
Mastan Alibhai Burmawalla,0
Rusty Cundieff,1
Prawal Raman,0
Amit Rai,0
Abhishek Sharma,0
Kevin Deters,1
Kundan Shah,0
Subhash Ghai,0
Raj Kanwar,0
Farah Khan,0
K.C. Bokadia,0
Krish,0
Rahul Dholakia,0
Farhan Akhtar,0
Dan Bush,2
Shakun Batra,0
Alana Waksman,2
Aniruddha Roy Chowdhury,3
K. Subhash,0
Sachin Yardi,0
Ribhu Dasgupta,3
Justin Kelly,2
Abbas Alibhai Burmawalla,0
Griffin Dunne,1
Mahesh Manjrekar,0
Rakeysh Omprakash Mehra,0
Rajkumar Santoshi,0
Roger Allers,1
Drue Metz,2
Tinnu Anand,3
Sangeeth Sivan,0
Harmony Korine,2
Steve Brill,1
Neeraj Pandey,0
Anurag Kashyap,3
Madhur Bhandarkar,0
Abhinay Deo,0
Prakash Jha,3
Patrik Forsberg,1
Vipul Amrutlal Shah,0
David Palmer,1
Raj N. Sippy,3
Werner Herzog,2
Brandon Somerhalder,2
Austin Kolodney,2
Vishal Bhardwaj,0
Dean Wellins,1
Reema Kagti,0
Leena Yadav,3
Manmohan Desai,3
Steve Carr,1
Fuwad Khan,0
Rajkumar Hirani,0
