node,label
Guo Tao,0
Nyungsang Bungo,1
Inge Beckmann,2
Jim Beaver,3
Katherine Parkinson,4
Yolonda Ross,5
Nutan,6
Sikander Kher,6
Yoji Ueda,7
Miriam Chin Wah Yeung,0
Jed Ress,8
Suresh Oberoi,6
Tanuja,6
Zhao Wei,0
Carrie-Anne Moss,3
William Devane,3
Yuen Wah,0
Gérard Ismaël,9
Johnny Lever,6
Vince Vaughn,10
Aria Pandya,11
Will Patton,10
John Lloyd Young,3
Randy Savage,8
Samuel Olasehinde,12
Penelope Ann Miller,3
Hiroyuki Ikeuchi,0
Ahmed Gamal Saeed,13
Dan Fogelman,8
Nigel Hawthorne,8
Mackenzie Foy,11
Gloria Diaz,14
Sophie Okonedo,15
Shirley MacLaine,9
Ricardo Montalban,16
Angeline Quinto,14
Carrie Ng,0
Rikiya Koyama,7
Lily Cole,10
Sonny Chiba,16
Matt Damon,17
Leleti Khumalo,3
Sobhita Dhulipala,6
Paul Francis,10
Anna Faris,9
Divya Rana,6
Kim Hawthorne,3
Wale Akorede,12
Devin Ratray,11
Nick Stahl,16
Priyanshu Chatterjee,6
Frank Adonis,17
Ann-Margret,10
Christian Bale,11
Ademola Adedoyin,12
Jun Fukuyama,7
Neil Bhoopalam,6
Aml Ameen,5
Nicholas Tse,0
Nathan Jones,2
Adarsh,6
Lorna Scott,18
Elli Avram,6
Casey Wilson,5
Masaaki Tsukada,7
Ashton Kutcher,8
Elliott Gould,19
Shraddha Kapoor,6
Bill Nunn,4
Ines Somellera,1
Louis Fan,0
Anna Paquin,17
Kaitlyn Maher,8
James Horan,20
Seann William Scott,9
Amber Valletta,9
Kristin Scott Thomas,4
Georgia Engel,8
Mitsuaki Madono,7
Murray Moston,17
Lyle Lovett,10
Himani Shivpuri,6
Shashi Kala,6
Ameesha Patel,6
James McAvoy,4
Yael Eitan,2
Anne Heche,4
Isla Fisher,5
Nikhil Chopra,21
Akhilendra Mishra,6
Ruffa Gutierrez,14
Fred Armisen,5
Waheeda Rehman,6
Jake Hoffman,18
Tutie Kirana,1
Scott Cavalheiro,22
Elijah Kelley,18
Clara Kushnir,22
David Murray,8
David Horton,4
Jay Hayden,9
Katy Louise Saunders,2
Patton Oswalt,16
