node,label
Kevin Kolsch,0
Kyle Newacheck,0
Dash Shaw,0
Gil Kenan,0
Ron Howard,0
Mary Harron,0
Michael Bay,0
Steve Brill,0
Ted Demme,0
Shadae Lamar Smith,0
Douglas McGrath,0
Fernando Lebrija,0
Jeff Tremaine,0
Paul Reubens,0
Elaine Bogan,0
Patricia Rozema,0
Kieran Darcy-Smith,0
David Beier,0
Richard LaGravenese,0
Mark Raso,0
Adam Nimoy,0
Antoine Bardou-Jacquet,0
Isaac Rentz,0
Kyle Newman,0
Ben Young,0
Hiroshi Aoyama,0
Luke Snellin,0
Ron Oliver,0
Genndy Tartakovsky,0
Austin Stark,0
Matt Piedmont,0
Chris Williams,0
Allen Hughes,0
Maya Forbes,0
Simon Wincer,0
Brad Peyton,0
Matt Kugelman,0
Timothy Reckart,0
Chuck Russell,0
Paul Weitz,0
Nancy Meyers,0
Jon YonKondy,0
Jonathan Hensleigh,0
Drue Metz,0
Aubrey Powell,0
James L. Brooks,0
Marc Forster,0
Ryan Fleck,0
John Maclean,0
John Luessenhop,0
Peter Spirer,0
Nicolás López,0
David Michôd,0
Paul Schrader,0
Ezekiel Norton,0
Richard Kelly,0
Kevin Donovan,0
Andrew Stanton,0
William H. Macy,0
David Wain,0
Ian MacNaughton,0
Antoine Fuqua,0
Christian Desmares,0
Matthias Hoene,0
Mitch Schauer,0
Martin Zandvliet,0
Lana Wachowski,0
Anthony Minghella,0
Lars von Trier,0
Mike Disa,0
Andrew Mogel,0
Mark Herman,0
Paul Solet,0
Ava DuVernay,0
Chad Van De Keere,0
Kevin Munroe,0
Max Martini,0
Neil Armfield,0
Bob Nelson,0
Marc Abraham,0
Jennifer Phang,0
Tom Shadyac,0
James Rogan,0
Oliver Blackburn,0
Ian MacAllister-McDonald,0
Ritesh Batra,0
Mike Gabriel,0
Jay Baruchel,0
Iain Softley,0
Eric Stoltz,0
Peter Lepeniotis,0
Phil Nibbelink,0
Bo Welch,0
James Foley,0
Kevin MacDonald,0
Rodney Rothman,0
Sally Potter,0
David Lee Miller,0
Pamela Romanowsky,0
Benjamin Arfmann,0
Philipp Stölzl,0
M.J. Bassett,0
Elizabeth Banks,0
Leif Tilden,0
Kevin R. Adams,0
Adam Wood,0
Gaëtan Brizzi,0
Andy Goddard,0
Andrew Niccol,0
Dave Dorsey,0
Robert Luketic,0
John Patrick Shanley,0
John Curran,0
John Michael McDonagh,0
Ruben Fleischer,0
Claire Scanlon,0
John R. Leonetti,0
Dennis Dugan,0
Phil Johnston,0
Fernando Coimbra,0
Jennifer M. Kroot,0
Daniel Stamm,0
Neil Jordan,0
Gary Fleder,0
Mahsun Kırmızıgül,0
Kathryn Bigelow,0
Rick Morales,0
Scott Hicks,0
Chris Weitz,0
Phillip Noyce,0
Tarsem Singh,0
Ken Kwapis,0
Jared Stern,0
Mark Dindal,0
Sofia Coppola,0
Xu Zhang,0
Shane Acker,0
Jon Gunn,0
Dan Bush,0
Dean Wellins,0
David Ayer,0
Éric Warin,0
Roland Emmerich,0
Mark A.Z. Dippé,0
Charles Stone III,0
Jennifer Westcott,0
Quentin Tarantino,0
Mark Waters,0
Kevin Lima,0
Vic Armstrong,0
Ian Nelms,0
Fabrice Du Welz,0
Paul Brizzi,0
Logan Kibens,0
Albert Hughes,0
Neill Blomkamp,0
Peter Segal,0
David O. Russell,0
Jay Chandrasekhar,0
Will Gluck,0
Phil Weinstein,0
Wayne Orr,0
Kevin Deters,0
Joshua Marston,0
Ross R. Shuman,0
Phil Morrison,0
Louis J. Horvitz,0
Callie Khouri,0
Jeff Wadlow,0
Jovanka Vuckovic,0
Troy Nixey,0
George Clooney,0
Will Lowell,0
Frank Paur,0
Jill Culton,0
Massy Tadjedin,0
Atom Egoyan,0
Lauren Miller Rogen,0
Martin Campbell,0
David Cronenberg,0
Dan Harris,0
James Ivory,0
Louis Leterrier,0
Michael Apted,0
Beeban Kidron,0
Philippe Falardeau,0
Lee Tamahori,0
Werner Herzog,0
Kurt Voelker,0
Bharat Nalluri,0
Eshom Nelms,0
Timothy Woodward Jr.,0
David Fincher,0
Christopher Smith,0
Lone Scherfig,0
Hoyt Yeatman,0
Patrik Forsberg,0
Jennifer Lee,0
Richard Donner,0
Brad Bird,0
Steven Spielberg,0
David Mackenzie,0
Larry Latham,0
James McTeigue,0
Joe Berlinger,0
Anthony Scott Burns,0
J.F. Musial,0
Lynn Shelton,0
RZA,0
Steve Boettcher,0
Dan Gilroy,0
Hiromasa Yonebayashi,0
Roxanne Benjamin,0
Roy Burdine,0
Raja Gosnell,0
Daniel Gray Longino,0
Brian A. Miller,0
Edgar Wright,0
Mark Helfrich,0
Joe Russo,0
Robert Zemeckis,0
Nora Ephron,0
Les Mayfield,0
Joel Crawford,0
Paul Demeyer,0
Christian Charles,0
Marti Noxon,0
Peggy Holmes,0
Julius Avery,0
Tim Hill,0
Dennis Iliadis,0
Robert C. Ramirez,0
Lasse Hallström,0
Sean Hanish,0
Joann Sfar,0
Franck Ekinci,0
Brendan Malloy,0
Jonathan Sobol,0
Neil Burger,0
Norton Virgien,0
Woody Allen,0
Kees Van Oostrum,0
Noah Baumbach,0
Andrew Lau Wai-Keung,0
Ed Gass-Donnelly,0
Barry Sonnenfeld,0
Michael Cuesta,0
Eli Roth,0
Toa Fraser,0
John Schlesinger,0
Jesse Peretz,0
John H. Lee,0
Stephen Belber,0
Brian Smith,0
Stacy Title,0
Osgood Perkins,0
John Musker,0
James Marsh,0
Zack Snyder,0
Tim Johnson,0
Lauren MacMullan,0
Zoe Lister-Jones,0
Simon Curtis,0
Henrik Ruben Genz,0
Chris Stokes,0
Andrew Fleming,0
Jay Roach,0
Stephanie Laing,0
Brian Levant,0
Roman Coppola,0
Peter Sattler,0
Kazuaki Kiriya,0
Roger Graef,0
Jani Lachauer,0
Bobby Farrelly,0
Julie Taymor,0
Rich Moore,0
Edward Zwick,0
Victor Cook,0
Peter Ramsey,0
Phyllida Lloyd,0
Tony Kaye,0
Mike Mills,0
Ryan Moody,0
Terry Loane,0
Marco Schnabel,0
Michael Kennedy,0
Alain Gagnol,0
Adam Egypt Mortimer,0
Sarah Adina Smith,0
Scott Stewart,0
Maria Pulera,0
Karen J. Lloyd,0
Josh Vietze,0
Sian Heder,0
Gonzalo López-Gallego,0
Alexandre Espigares,0
Jody Hill,0
Daniel Alfredson,0
Denny Lu,0
David Koepp,0
G.J. Echternkamp,0
Stephen Gyllenhaal,0
Sergio Pablos,0
Anna Boden,0
Steven Brill,0
Bruce Robinson,0
Gary David Goldberg,0
Joan C. Gratz,0
Bob Odenkirk,0
Mike Flanagan,0
Kurt Wimmer,0
Tony Leondis,0
Brett Ratner,0
J.C. Chandor,0
Neal Brennan,0
Ishi Rudell,0
Sam Mendes,0
Tensai Okamura,0
Michael Radford,0
Mike Newell,0
Alan Rickman,0
Eondeok Han,0
Gary Wang,0
John Asher,0
Alex Brewer,0
Adam McKay,0
Chris Sivertson,0
Alana Waksman,0
Michael Paul Stephenson,0
Vanita Shastry,0
Susanne Bier,0
Charles Martin Smith,0
Erik White,0
