node,label
Liam Neeson,0
Bob Dylan,0
Shia LaBeouf,1
John Rhys-Davies,1
Albert Brooks,0
Karen Allen,1
Paul Freeman,1
Joan Baez,0
Joe Pesci,0
Brendan Gleeson,0
Stephen Graham,0
John Hawkes,1
Domenick Lombardozzi,0
John Hurt,1
Harrison Ford,1
Jackie Earle Haley,1
Lelia Goldoni,0
Denholm Elliott,1
John C. Reilly,0
Shmulik Levy,1
Gad Elmaleh,1
Ray Romano,0
Vic Tayback,0
Kris Kristofferson,0
Emily Watson,1
Liam Cunningham,1
Bruce McGill,1
George Memmoli,0
Friedrich von Thun,1
David Oyelowo,1
Daniel Day-Lewis,0
Ramblin' Jack Elliott,0
Anthony Higgins,1
Sally Field,1
Al Pacino,0
Lane Bradbury,0
River Phoenix,1
Patti Smith,0
Vera Farmiga,0
Frank John Hughes,1
Matt Damon,0
Allen Ginsberg,0
David Thewlis,1
Ronee Blakley,0
Ric Young,1
Roy Chiao,1
Ben Kingsley,1
Niels Arestrup,1
Roshan Seth,1
Jim Broadbent,1
Caroline Goodall,1
Kate Capshaw,1
Wolf Kahler,1
Jodie Foster,0
Marissa Mathes,0
Jeremy Irvine,1
Harvey Keitel,0
Chua Kah Joo,1
Frank Adonis,0
Steve Eastin,1
Anthony Anderson,0
Jack Nicholson,0
Daniel Craig,1
Amy Robinson,0
Stephanie Kurtzuba,0
Ronald Lacey,1
Alec Baldwin,0
Alfred Lutter,0
Jack Huston,0
Jared Harris,1
Julian Glover,1
Tommy Lee Jones,1
Igor Jijikine,1
Amrish Puri,1
Catherine Scorsese,0
Gary Basaraba,0
Rainer Bock,1
Robert Eddison,1
Nick Frost,1
Gary Lewis,0
David Yip,1
Anna Paquin,0
Jamie Bell,1
Embeth Davidtz,1
Eddie Marsan,1
Michael Byrne,1
Sean Connery,1
Daniel Mays,1
Leonardo DiCaprio,1
Murray Moston,0
Ray Winstone,1
Roger McGuinn,0
Theresa Saldana,0
Ralph Fiennes,1
Kevin Corrigan,0
Cameron Diaz,0
Leonard Harris,0
Joni Mitchell,0
Harry Northup,0
Toby Kebbell,1
Sebastian Maniscalco,0
Mario Gallo,0
Tom Hiddleston,1
James Spader,1
Beatrice Macola,1
Marin Ireland,0
Vic Tablian,1
Anne Collette,0
Robert De Niro,0
Małgorzata Gebel,1
Joseph Gordon-Levitt,1
Mark Ivanir,1
Tom Hanks,1
Cathy Moriarty,0
Cate Blanchett,1
Sharon Stone,0
Nicholas Colasanto,0
Cesare Danova,0
Susan Wood,0
Victor Argo,0
Joseph Bono,0
Kathrine Narducci,0
Louis Cancelmi,0
Henry Thomas,0
Paul Herman,0
Alison Doody,1
Ellen Burstyn,0
Philip Stone,1
Jonathan Ke Quan,1
Patrick Kennedy,1
Andrzej Seweryn,1
Mark Wahlberg,0
Peter Boyle,0
Sam Shepard,0
Richard Romanus,0
Joe Starr,1
Bobby Cannavale,0
Anne Waldman,0
Jesse Plemons,0
Peter Mullan,1
Toby Jones,1
Michael Scala,0
David Kross,1
Richard Higgs,0
Billy Green Bush,0
Brian Howe,1
Lennard Kuras,0
James Brolin,1
Cybill Shepherd,0
David Proval,0
Hal Holbrook,1
Nicolas Bro,1
Alfred Molina,1
Amy Adams,1
Welker White,0
Joseph Cross,1
Christopher Walken,1
Scarlet Rivera,0
Diane Ladd,0
Martin Sheen,0
Zina Bethune,0
Steven Van Zandt,0
Jonathan Sagall,1
Kevork Malikyan,1
Nathalie Baye,1
Ronnie Hawkins,0
David Strathairn,1
Benedict Cumberbatch,1
Frank Vincent,0
Steven Prince,0
Simon Pegg,1
