source_director,target_director
Dibakar Banerjee,Rajkumar Santoshi
Dibakar Banerjee,Bedabrata Pain
Dibakar Banerjee,Pa. Ranjith
Dibakar Banerjee,Prawal Raman
Dibakar Banerjee,Amaan Khan
Dibakar Banerjee,Sunil Kumar Agrawal
Dibakar Banerjee,Kaizad Gustad
Dibakar Banerjee,Sangeeth Sivan
Dibakar Banerjee,Ahishor Solomon
Dibakar Banerjee,Indra Kumar
Dibakar Banerjee,Dharmesh Darshan
Dibakar Banerjee,Laxman Utekar
Dibakar Banerjee,Sanjay Patel
Dibakar Banerjee,Chandrakant Kulkarni
Dibakar Banerjee,Abhinav Shiv Tiwari
Dibakar Banerjee,Sachin Kamlakar Khot
Dibakar Banerjee,Mahmood Farooqui
Dibakar Banerjee,Aanand Rai
Dibakar Banerjee,Sooraj R. Barjatya
Dibakar Banerjee,R. Balki
Dibakar Banerjee,Gurmmeet Singh
Dibakar Banerjee,Imtiaz Ali
Dibakar Banerjee,Raman Kumar
Dibakar Banerjee,Suhas Kadav
Dibakar Banerjee,Vikas Bahl
Dibakar Banerjee,Ketan Mehta
Dibakar Banerjee,Nicholas Kharkongor
Dibakar Banerjee,Roland Joffé
Dibakar Banerjee,Ribhu Dasgupta
Dibakar Banerjee,Anand Tiwari
Dibakar Banerjee,Rajshree Ojha
Dibakar Banerjee,Sachin Yardi
Dibakar Banerjee,Soumendra Padhi
Dibakar Banerjee,Suparn Verma
Dibakar Banerjee,Satyajit Bhatkal
Dibakar Banerjee,Reema Kagti
Dibakar Banerjee,Shivam Nair
Dibakar Banerjee,Claude Lelouch
Dibakar Banerjee,Vipul Amrutlal Shah
Dibakar Banerjee,Karthik Subbaraj
Dibakar Banerjee,Amol Palekar
Dibakar Banerjee,Shree Narayan Singh
Dibakar Banerjee,Mahesh Bhatt
Dibakar Banerjee,Saket Chaudhary
Dibakar Banerjee,Puri Jagannadh
Dibakar Banerjee,Raja Sen
Dibakar Banerjee,Mozez Singh
Dibakar Banerjee,Santosh Sivan
Dibakar Banerjee,Fuwad Khan
Dibakar Banerjee,Partho Ghosh
Dibakar Banerjee,Karan Johar
Dibakar Banerjee,Bejoy Nambiar
Dibakar Banerjee,Subhash Ghai
Dibakar Banerjee,Pia Sukanya
Dibakar Banerjee,Ravi Udyawar
Dibakar Banerjee,Nagraj Manjule
Dibakar Banerjee,Krish
Dibakar Banerjee,Surya S.J.
Dibakar Banerjee,Bhushan Patel
Dibakar Banerjee,Devika Bhagat
Dibakar Banerjee,Kundan Shah
Dibakar Banerjee,Rohit Shetty
Dibakar Banerjee,Raj N. Sippy
Dibakar Banerjee,Milind Dhaimade
Dibakar Banerjee,Krishna D.K.
Dibakar Banerjee,Anusha Rizvi
Dibakar Banerjee,Pratim D. Gupta
Dibakar Banerjee,Apoorva Lakhia
Dibakar Banerjee,Hrishikesh Mukherjee
Dibakar Banerjee,Aniruddha Roy Chowdhury
Dibakar Banerjee,Raj Nidimoru
Dibakar Banerjee,Tanuja Chandra
Dibakar Banerjee,Manish Tiwary
Dibakar Banerjee,Tinnu Anand
Dibakar Banerjee,Manmohan Desai
Dibakar Banerjee,Shirish Kunder
Dibakar Banerjee,Vasan Bala
Dibakar Banerjee,Anthony D'Souza
Dibakar Banerjee,Geetu Mohandas
Dibakar Banerjee,Rajat Kapoor
Dibakar Banerjee,Sachin Kundalkar
Dibakar Banerjee,Remy Kohli
Dibakar Banerjee,Kunal Deshmukh
Dibakar Banerjee,Farhan Akhtar
Dibakar Banerjee,Manish Jha
Dibakar Banerjee,Nalan Kumarasamy
Dibakar Banerjee,Prakash Jha
Dibakar Banerjee,Syed Ahmad Afzal
Tigmanshu Dhulia,Jimmy Shergill
Tigmanshu Dhulia,Abhay Deol
Tigmanshu Dhulia,Brijendra Kala
Tigmanshu Dhulia,Sheeba Chaddha
Tigmanshu Dhulia,Partho Mitra
Tigmanshu Dhulia,Katrina Kaif
Tigmanshu Dhulia,Vikram Bhatt
Tigmanshu Dhulia,Ketan Mehta
Tigmanshu Dhulia,Anushka Sharma
Tigmanshu Dhulia,Tanveer Khan
Tigmanshu Dhulia,Shah Rukh Khan
Tigmanshu Dhulia,Sriram Raghavan
Tigmanshu Dhulia,Mohammed Zeeshan Ayyub
Tigmanshu Dhulia,Ravi Kishan
Tigmanshu Dhulia,Ribhu Dasgupta
Tigmanshu Dhulia,K.K. Raina
Tigmanshu Dhulia,Navni Parihar
Tigmanshu Dhulia,Vijay Lalwani
Tigmanshu Dhulia,Dharmendra Suresh Desai
Tigmanshu Dhulia,Kangana Ranaut
Tigmanshu Dhulia,Shelly Chopra Dhar
Tigmanshu Dhulia,David Dhawan
Tigmanshu Dhulia,Rajendra Gupta
Tigmanshu Dhulia,Tanuja Chandra
Tigmanshu Dhulia,Deepak Dobriyal
Tigmanshu Dhulia,Shivam Nair
Tigmanshu Dhulia,Madhavan
Tigmanshu Dhulia,Ahishor Solomon
Tigmanshu Dhulia,Mallika Dua
Tigmanshu Dhulia,Eijaz Khan
Tigmanshu Dhulia,Rajat Kapoor
Tigmanshu Dhulia,Amit Roy
Tigmanshu Dhulia,Vishal Mishra
Tigmanshu Dhulia,Swara Bhaskar
Tigmanshu Dhulia,Meghna Gulzar
Tigmanshu Dhulia,Samit Kakkad
Tigmanshu Dhulia,Jennifer Lynch
Tigmanshu Dhulia,Sudhir Mishra
Tigmanshu Dhulia,Aanand Rai
Tigmanshu Dhulia,Prakash Jha
Tigmanshu Dhulia,Aamir Khan
Kunal Deshmukh,Rahul Dholakia
Kunal Deshmukh,Kundan Shah
Kunal Deshmukh,Rohit Shetty
Kunal Deshmukh,Amit Barot
Kunal Deshmukh,Ketan Mehta
Kunal Deshmukh,Aanand Rai
Kunal Deshmukh,Manish Gupta
Kunal Deshmukh,Tariq Khan
Kunal Deshmukh,Amit Rai
Kunal Deshmukh,David Dhawan
Kunal Deshmukh,Kabir Sadanand
Kunal Deshmukh,Suparn Verma
Kunal Deshmukh,Rajkumar Santoshi
Kunal Deshmukh,Reema Kagti
Kunal Deshmukh,Kushal Srivastava
Kunal Deshmukh,Samar Khan
Kunal Deshmukh,Anthony D'Souza
Kunal Deshmukh,Rajesh Mapuskar
Kunal Deshmukh,Rakesh Mehta
Kunal Deshmukh,Sudhir Mishra
Kunal Deshmukh,Fuwad Khan
Kunal Deshmukh,Partho Ghosh
Prakash Jha,Anu Menon
Prakash Jha,K. Subhash
Prakash Jha,Ajay Phansekar
Prakash Jha,Farah Khan
Prakash Jha,Mahesh Manjrekar
Prakash Jha,Kabir Sadanand
Prakash Jha,Krishna Vamshi
Prakash Jha,Khalid Mohamed
Prakash Jha,Samar Khan
Prakash Jha,Gauravv K Chawla
Prakash Jha,Samir Karnik
Prakash Jha,Chandra Barot
Prakash Jha,Prem Soni
Prakash Jha,Samit Kakkad
Prakash Jha,Sagar Sarhadi
Prakash Jha,Anil Sharma
Prakash Jha,Prakash Balwant Saini
Prakash Jha,Raja Menon
Prakash Jha,Abhishek Chaubey
Prakash Jha,Soumitra Ranade
Prakash Jha,Mani Ratnam
Prakash Jha,Prakash Mehra
Prakash Jha,Zoya Akhtar
Prakash Jha,Sujoy Ghosh
Prakash Jha,Eeshwar Nivas
Prakash Jha,Sriram Raghavan
Prakash Jha,Shekhar Kapur
Prakash Jha,Sai Paranjape
Prakash Jha,David Dhawan
Prakash Jha,Bedabrata Pain
Prakash Jha,Prawal Raman
Prakash Jha,Amaan Khan
Prakash Jha,Sunil Kumar Agrawal
Prakash Jha,Kaizad Gustad
Prakash Jha,Jasbir Bijendra Bhati
Prakash Jha,Ahishor Solomon
Prakash Jha,Dharmesh Darshan
Prakash Jha,Saurabh Kabra
Prakash Jha,Shyam Benegal
Prakash Jha,Mahmood Farooqui
Prakash Jha,Aanand Rai
Prakash Jha,Umesh Ghadge
Prakash Jha,Aamir Khan
Prakash Jha,Sooraj R. Barjatya
Prakash Jha,Imtiaz Ali
Prakash Jha,Vikram Bhatt
Prakash Jha,Ketan Mehta
Prakash Jha,Ribhu Dasgupta
Prakash Jha,Vijay Lalwani
Prakash Jha,Soumendra Padhi
Prakash Jha,Reema Kagti
Prakash Jha,Shivam Nair
Prakash Jha,Vipul Amrutlal Shah
Prakash Jha,Amol Palekar
Prakash Jha,Mahesh Bhatt
Prakash Jha,Amardeep Singh Gill
Prakash Jha,Puri Jagannadh
Prakash Jha,Santosh Sivan
Prakash Jha,Prabhu Deva
Prakash Jha,Fuwad Khan
Prakash Jha,Partho Ghosh
Prakash Jha,Karan Johar
Prakash Jha,Subhash Ghai
Prakash Jha,Bejoy Nambiar
Prakash Jha,Krish
Prakash Jha,Surya S.J.
Prakash Jha,Devika Bhagat
Prakash Jha,Kundan Shah
Prakash Jha,Rohit Shetty
Prakash Jha,Raj N. Sippy
Prakash Jha,Anusha Rizvi
Prakash Jha,Apoorva Lakhia
Prakash Jha,Anant Balani
Prakash Jha,Hrishikesh Mukherjee
Prakash Jha,Aniruddha Roy Chowdhury
Prakash Jha,Manish Tiwary
Prakash Jha,Tinnu Anand
Prakash Jha,Manmohan Desai
Prakash Jha,Shirish Kunder
Prakash Jha,Rajat Kapoor
Prakash Jha,Chandra Prakash Dwivedi
Prakash Jha,Manika Sharma
Prakash Jha,Farhan Akhtar
Prakash Jha,Manish Jha
Prakash Jha,Sudhir Mishra
Prakash Jha,Atanu Mukherjee
R. Kannan,Prabhu Deva
R. Kannan,Ram
Gaurav Narayanan,Atlee Kumar
Gaurav Narayanan,Sarjun
Leanne Gater,Phyllida Lloyd
Leanne Gater,Elliot Hegarty
Jennifer M. Kroot,Peter Jackson
Jennifer M. Kroot,Matt Kugelman
Jennifer M. Kroot,Sarah Smith
Jay Russell,Holger Tappe
Jay Russell,Sam Taylor-Johnson
Jay Russell,Gore Verbinski
Jay Russell,Gary Fleder
Jay Russell,André Øvredal
Jay Russell,Kurt Wimmer
Jay Russell,James Marsh
Wally Pfister,Sarah Kruchowski
Wally Pfister,Eshom Nelms
Wally Pfister,Richard Loncraine
Wally Pfister,Brian Helgeland
Wally Pfister,Anthony Russo
Wally Pfister,Christopher Nolan
Wally Pfister,Tim Burton
Wally Pfister,Joe Russo
Wally Pfister,Mark Columbus
Wally Pfister,Ryan Moody
Wally Pfister,Shadae Lamar Smith
Wally Pfister,Ian Nelms
Wally Pfister,Meghan O'Hara
Wally Pfister,Vanita Shastry
Wally Pfister,Bruce Robinson
Wally Pfister,Florian Henckel von Donnersmarck
Wally Pfister,Kazuaki Kiriya
Wally Pfister,Ron Howard
Wally Pfister,Charles Martin Smith
Wally Pfister,Iain Softley
Wally Pfister,Tom Shadyac
Wally Pfister,Jeremy David White
Wally Pfister,Mike Newell
Wally Pfister,Dan Bush
Wally Pfister,Simon Savelyev
Wally Pfister,Antonio Campos
Wally Pfister,Gary Fleder
Wally Pfister,Peter Hewitt
Wally Pfister,Lauren Hoekstra
Wally Pfister,Peyton Reed
Wally Pfister,Joe Johnston
Akin Omotoso,Andrew Wessels
Akin Omotoso,Pearl Thusi
Akin Omotoso,Andrew Buckland
Shyam Benegal,Anu Menon
Shyam Benegal,Gauri Shinde
Shyam Benegal,Paritosh Painter
Shyam Benegal,Ajay Phansekar
Shyam Benegal,Rajeev Patil
Shyam Benegal,Basu Chatterjee
Shyam Benegal,Gurinder Chadha
Shyam Benegal,Farah Khan
Shyam Benegal,Mahesh Manjrekar
Shyam Benegal,Mukul Anand
Shyam Benegal,Krishna Vamshi
Shyam Benegal,Samiksha Bhatnagar
Shyam Benegal,Samar Khan
Shyam Benegal,Samir Karnik
Shyam Benegal,Sagar Sarhadi
Shyam Benegal,Jennifer Lynch
Shyam Benegal,Anil Sharma
Shyam Benegal,Prakash Balwant Saini
Shyam Benegal,Raja Menon
Shyam Benegal,Mani Ratnam
Shyam Benegal,Prakash Mehra
Shyam Benegal,Lovely Singh
Shyam Benegal,Zoya Akhtar
Shyam Benegal,Eeshwar Nivas
Shyam Benegal,Shekhar Kapur
Shyam Benegal,Sai Paranjape
Shyam Benegal,Amit Rai
Shyam Benegal,David Dhawan
Shyam Benegal,Rajkumar Santoshi
Shyam Benegal,Ajay Bhuyan
Shyam Benegal,Sunil Kumar Agrawal
Shyam Benegal,Ahishor Solomon
Shyam Benegal,Raj Kapoor
Shyam Benegal,Tripti Dimri
Shyam Benegal,Saurabh Kabra
Shyam Benegal,Praveen Nischol
Shyam Benegal,Mahmood Farooqui
Shyam Benegal,Aanand Rai
Shyam Benegal,Mandeep Kumar
Shyam Benegal,Bobby Deol
Shyam Benegal,Purnima Varma
Shyam Benegal,Raman Kumar
Shyam Benegal,Kunal Kohli
Shyam Benegal,Sunny Deol
Shyam Benegal,Ketan Mehta
Shyam Benegal,Faraz Haider
Shyam Benegal,Sonali Kulkarni
Shyam Benegal,Ribhu Dasgupta
Shyam Benegal,A. Salaam
Shyam Benegal,Aruna Raje
Shyam Benegal,Reema Kagti
Shyam Benegal,Vipul Amrutlal Shah
Shyam Benegal,Mahesh Bhatt
Shyam Benegal,Ashish R. Mohan
Shyam Benegal,Prabhu Deva
Shyam Benegal,Fuwad Khan
Shyam Benegal,Subhash Ghai
Shyam Benegal,Pia Sukanya
Shyam Benegal,Bhushan Patel
Shyam Benegal,Surya S.J.
Shyam Benegal,Kundan Shah
Shyam Benegal,John Duigan
Shyam Benegal,Param Gill
Shyam Benegal,Anusha Rizvi
Shyam Benegal,Tanuja Chandra
Shyam Benegal,Rucha Humnabadkar
Shyam Benegal,Manish Tiwary
Shyam Benegal,Shirish Kunder
Shyam Benegal,Manmohan Desai
Shyam Benegal,Anthony D'Souza
Shyam Benegal,Shravan Kumar
Shyam Benegal,Chandra Prakash Dwivedi
Shyam Benegal,Sarthak Dasgupta
Shyam Benegal,Manish Jha
Shyam Benegal,Manika Sharma
Shyam Benegal,Sudhir Mishra
Shyam Benegal,Farhan Akhtar
Shyam Benegal,Gurudev Bhalla
Satyajit Bhatkal,Parveen Babi
Satyajit Bhatkal,Rahul Dholakia
Satyajit Bhatkal,Sonu Sood
Satyajit Bhatkal,Pran
Satyajit Bhatkal,Paul Blackthorne
Satyajit Bhatkal,Kishori Balal
Satyajit Bhatkal,Narendra Jha
Satyajit Bhatkal,Aishwarya Rai Bachchan
Satyajit Bhatkal,Asha Parekh
Satyajit Bhatkal,Mukul Anand
Satyajit Bhatkal,Kishori Shahane
Satyajit Bhatkal,Samir Karnik
Satyajit Bhatkal,Amitabh Bachchan
Satyajit Bhatkal,Abeer Abrar
Satyajit Bhatkal,Gracy Singh
Satyajit Bhatkal,Sonakshi Sinha
Satyajit Bhatkal,Mark Williams
Satyajit Bhatkal,Gene Fojtik
Satyajit Bhatkal,Kader Khan
Satyajit Bhatkal,Abhinay Deo
Satyajit Bhatkal,Kiran Rao
Satyajit Bhatkal,Darshan Jariwala
Satyajit Bhatkal,Girija Oak
Satyajit Bhatkal,Kabir Bedi
Satyajit Bhatkal,N. Chandra
Satyajit Bhatkal,Zoya Akhtar
Satyajit Bhatkal,Rajendranath Zutshi
Satyajit Bhatkal,David Dhawan
Satyajit Bhatkal,Rajkumar Santoshi
Satyajit Bhatkal,Amaan Khan
Satyajit Bhatkal,Sangeeth Sivan
Satyajit Bhatkal,Suhasini Mulay
Satyajit Bhatkal,Priyanka Chopra
Satyajit Bhatkal,K.N. Singh
Satyajit Bhatkal,Indra Kumar
Satyajit Bhatkal,Dharmesh Darshan
Satyajit Bhatkal,Darsheel Safary
Satyajit Bhatkal,Ila Arun
Satyajit Bhatkal,Sachin Kamlakar Khot
Satyajit Bhatkal,Sajjan
Satyajit Bhatkal,Aanand Rai
Satyajit Bhatkal,Abbas Tyrewala
Satyajit Bhatkal,Mandeep Kumar
Satyajit Bhatkal,Sooraj R. Barjatya
Satyajit Bhatkal,Aamir Khan
Satyajit Bhatkal,Geeta Tyagi
Satyajit Bhatkal,Rajesh Vivek
Satyajit Bhatkal,Pooja Hegde
Satyajit Bhatkal,Poonam Sinha
Satyajit Bhatkal,Ketan Mehta
Satyajit Bhatkal,Harman Baweja
Satyajit Bhatkal,Tanay Chheda
Satyajit Bhatkal,Sachin Yardi
Satyajit Bhatkal,Smith Seth
Satyajit Bhatkal,Tisca Chopra
Satyajit Bhatkal,Reema Kagti
Satyajit Bhatkal,Shivam Nair
Satyajit Bhatkal,Murad
Satyajit Bhatkal,Shree Narayan Singh
Satyajit Bhatkal,Amol Palekar
Satyajit Bhatkal,Nitish Bharadwaj
Satyajit Bhatkal,Hrithik Roshan
Satyajit Bhatkal,Mahesh Bhatt
Satyajit Bhatkal,Gurudev Bhalla
Satyajit Bhatkal,Raza Murad
Satyajit Bhatkal,Santosh Sivan
Satyajit Bhatkal,Anjan Srivastav
Satyajit Bhatkal,Jagdeep
Satyajit Bhatkal,Subhash Ghai
Satyajit Bhatkal,Rachel Shelley
Satyajit Bhatkal,Kundan Shah
Satyajit Bhatkal,Amjad Khan
Satyajit Bhatkal,Javed Khan
Satyajit Bhatkal,Advait Chandan
Satyajit Bhatkal,Dilip Joshi
Satyajit Bhatkal,Shah Rukh Khan
Satyajit Bhatkal,Suzy Brack
Satyajit Bhatkal,Farrukh Jaffar
Satyajit Bhatkal,Nitesh Tiwari
Satyajit Bhatkal,Daya Shankar Pandey
Satyajit Bhatkal,Kulbhushan Kharbanda
Satyajit Bhatkal,Shirish Kunder
Satyajit Bhatkal,Yuri Suri
Satyajit Bhatkal,Vipin Sharma
Satyajit Bhatkal,Lekh Tandon
Satyajit Bhatkal,Girish Joshi
Satyajit Bhatkal,Raghuvir Yadav
Satyajit Bhatkal,Arunoday Singh
Satyajit Bhatkal,M.K. Raina
Satyajit Bhatkal,Farhan Akhtar
Satyajit Bhatkal,Gayatri Joshi
Satyajit Bhatkal,Sujeeth
Bharat Jain,Param Gill
Bharat Jain,Manish Tiwary
Alo Sarkar,Sooraj R. Barjatya
Alo Sarkar,Raj N. Sippy
Alo Sarkar,K. Ramanlal
Alo Sarkar,David Dhawan
Alo Sarkar,Basu Chatterjee
Alo Sarkar,Raman Kumar
Alo Sarkar,Chandra Barot
Alo Sarkar,Tinnu Anand
Alo Sarkar,Lekh Tandon
Alo Sarkar,Farah Khan
Alo Sarkar,Raj Kapoor
Alo Sarkar,Hrishikesh Mukherjee
Alo Sarkar,Prakash Mehra
Alo Sarkar,A. Salaam
Alo Sarkar,Gurudev Bhalla
Rajeev Chaudhari,Sooraj R. Barjatya
Rajeev Chaudhari,Rahul Dholakia
Rajeev Chaudhari,Tanveer Khan
Rajeev Chaudhari,Bhushan Patel
Rajeev Chaudhari,Dilip Mehta
Rajeev Chaudhari,Puri Jagannadh
Rajeev Chaudhari,Vikram Bhatt
Rajeev Chaudhari,Syed Ahmad Afzal
Vishal Mishra,Krish
Vishal Mishra,Partho Mitra
Vishal Mishra,Ajay Bahl
Vishal Mishra,John Upchurch
Vishal Mishra,Rohit Shetty
Vishal Mishra,Tanveer Khan
Vishal Mishra,Sriram Raghavan
Vishal Mishra,Amar Kaushik
Vishal Mishra,Ashwiny Iyer Tiwari
Vishal Mishra,Shanker Raman
Vishal Mishra,Kabir Sadanand
Vishal Mishra,David Dhawan
Vishal Mishra,Shivam Nair
Vishal Mishra,Sabir Khan
Vishal Mishra,Anthony D'Souza
Vishal Mishra,Agnidev Chatterjee
Vishal Mishra,Avinash Das
Vishal Mishra,Laxman Utekar
Iñaki Dorronsoro,Icíar Bollaín
Iñaki Dorronsoro,Salvador Calvo
Iñaki Dorronsoro,Curro Velázquez
Iñaki Dorronsoro,Hugo Stuven
Iñaki Dorronsoro,Oriol Paulo
Iñaki Dorronsoro,Daniel Monzón
Iñaki Dorronsoro,Fernando González Molina
Iñaki Dorronsoro,Manuel Martín Cuenca
Iñaki Dorronsoro,Kike Maíllo
Iñaki Dorronsoro,Mar Targarona
Iñaki Dorronsoro,Paco Plaza
Iñaki Dorronsoro,Norberto López Amado
Ali Bin Matar,Hasan Aljaberi
Ali Bin Matar,Ibrahim Bin Mohamed
Ibrahim Bin Mohamed,Hasan Aljaberi
Buta Singh,Navaniat Singh
Buta Singh,Mukesh Vohra
Jami,Hashim Nadeem Khan
Jami,Ahsan Rahim
Jami,Yasir Nawaz
Ali Samadi Ahadi,Dani Levy
Anurag Singh,Subhash Ghai
Anurag Singh,Abhishek Chaubey
Anurag Singh,Rupinder Roopi
Anurag Singh,Harjit Singh
Anurag Singh,Sardar Sohi
Anurag Singh,Manbhavan Singh
Anurag Singh,Sriram Raghavan
Anurag Singh,Kuljinder Sidhu
Anurag Singh,Seema Kaushal
Anurag Singh,Farah Khan
Anurag Singh,Dharmendra Suresh Desai
Anurag Singh,Amit Rai
Anurag Singh,David Dhawan
Anurag Singh,Pardeep Sran
Anurag Singh,Neha Pawar
Anurag Singh,Vipul Amrutlal Shah
Anurag Singh,Navaniat Singh
Anurag Singh,Vijay Kumar Arora
Anurag Singh,Ashish R. Mohan
Anurag Singh,Farhan Akhtar
Anurag Singh,Nikhil Nagesh Bhat
Anurag Singh,Rajvir Boparai
Ashok Nanda,Sooraj R. Barjatya
Ashok Nanda,Abhinay Deo
Ashok Nanda,Raja Menon
Ashok Nanda,Raman Kumar
Ashok Nanda,Manisha Koirala
Ashok Nanda,Mani Ratnam
Ashok Nanda,N. Chandra
Ashok Nanda,Nassar Abdulla
Ashok Nanda,Sanaj Naval
Ashok Nanda,Zoya Akhtar
Ashok Nanda,Milind Soman
Ashok Nanda,Anant Balani
Ashok Nanda,Usha Jadhav
Ashok Nanda,Sai Paranjape
Ashok Nanda,Sachin Yardi
Ashok Nanda,Prabhuraj
Ashok Nanda,David Dhawan
Ashok Nanda,Krishna Vamshi
Ashok Nanda,Amaan Khan
Ashok Nanda,Saurabh Dubey
Ashok Nanda,Ashwin Kaushal
Ashok Nanda,Suhaas Khandke
Ashok Nanda,Jeeva
Ashok Nanda,Rajit Kapoor
Ashok Nanda,Santosh Manjrekar
Ashok Nanda,Manish Jha
Ashok Nanda,Sudhir Mishra
Ashok Nanda,Rajendra Gupta
Ashok Nanda,Umesh Ghadge
Navaniat Singh,Abhinay Deo
Navaniat Singh,Amitabha Singh
Navaniat Singh,Rupinder Roopi
Navaniat Singh,Sardar Sohi
Navaniat Singh,Ashu Trikha
Navaniat Singh,Kundan Shah
Navaniat Singh,Jagdeep Sidhu
Navaniat Singh,Seema Kaushal
Navaniat Singh,Kuljinder Sidhu
Navaniat Singh,Pardeep Sran
Navaniat Singh,Mukesh Vohra
Navaniat Singh,Neha Pawar
Navaniat Singh,Aanand Rai
Navaniat Singh,Rajvir Boparai
Jitender Pawar,Imtiaz Ali
Jitender Pawar,Ashwiny Iyer Tiwari
Jitender Pawar,Vishal Mahadkar
Jitender Pawar,Mozez Singh
Jitender Pawar,Gauravv K Chawla
Erik Canuel,Jonathan Hensleigh
Erik Canuel,Wilson Coneybeare
Erik Canuel,Andrew Niccol
Erik Canuel,Kasra Farahani
Erik Canuel,Jonathan Sobol
Erik Canuel,Nathan Morlando
Erik Canuel,Adam Marino
Erik Canuel,Gavin O'Connor
Param Gill,Balu Mahendra
Param Gill,John Duigan
Param Gill,Mani Ratnam
Param Gill,Mandeep Kumar
Param Gill,Gurinder Chadha
Param Gill,Mahesh Manjrekar
Param Gill,Amit Rai
Param Gill,Suparn Verma
Param Gill,Rajkumar Santoshi
Param Gill,Raj Kaushal
Param Gill,Kaizad Gustad
Param Gill,Piti Jaturaphat
Param Gill,Samir Karnik
Param Gill,Vipul Amrutlal Shah
Param Gill,Farhan Akhtar
Param Gill,Gurudev Bhalla
Richard Mears,Julian Jarrold
Richard Mears,Stephen Daldry
Richard Mears,Rob Marshall
Heidi Ewing,Sean Hayes
Heidi Ewing,Jennifer Aniston
Heidi Ewing,Rowena King
Heidi Ewing,Sofia Coppola
Heidi Ewing,Ian Anthony Dale
Heidi Ewing,David Strathairn
Heidi Ewing,Mike Vogel
Heidi Ewing,Rob Morrow
Heidi Ewing,Robert Downey Jr.
Heidi Ewing,Morgan Freeman
Heidi Ewing,Jack Nicholson
Heidi Ewing,Christopher McDonald
Heidi Ewing,David Wain
Heidi Ewing,Peter Spirer
Heidi Ewing,Jason Schwartzman
Heidi Ewing,Grant Heslov
Heidi Ewing,Alfonso Freeman
Heidi Ewing,Richard McGonagle
Heidi Ewing,Kevin Costner
Heidi Ewing,Rachel Dratch
Heidi Ewing,Frank Langella
Heidi Ewing,Paula Pell
Heidi Ewing,Emily Spivey
Heidi Ewing,Christopher Stapleton
Heidi Ewing,Shirley MacLaine
Heidi Ewing,Rachel Grady
Heidi Ewing,Robert John Burke
Heidi Ewing,Tina Fey
Heidi Ewing,Patricia Clarkson
Heidi Ewing,Richard Jenkins
Heidi Ewing,Tate Donovan
Heidi Ewing,Beverly Todd
Heidi Ewing,Alex Borstein
Heidi Ewing,Ana Gasteyer
Heidi Ewing,Ray Wise
Heidi Ewing,Mimi Leder
Heidi Ewing,Maya Rudolph
Heidi Ewing,Steve Sandvoss
Heidi Ewing,Matt Ross
Heidi Ewing,Jeff Daniels
Heidi Ewing,Mark Ruffalo
Heidi Ewing,Mena Suvari
Rachel Grady,Sean Hayes
Rachel Grady,Jennifer Aniston
Rachel Grady,Rowena King
Rachel Grady,Sofia Coppola
Rachel Grady,Ian Anthony Dale
Rachel Grady,David Strathairn
Rachel Grady,Mike Vogel
Rachel Grady,Rob Morrow
Rachel Grady,Robert Downey Jr.
Rachel Grady,Morgan Freeman
Rachel Grady,Jack Nicholson
Rachel Grady,Christopher McDonald
Rachel Grady,David Wain
Rachel Grady,Peter Spirer
Rachel Grady,Jason Schwartzman
Rachel Grady,Grant Heslov
Rachel Grady,Alfonso Freeman
Rachel Grady,Richard McGonagle
Rachel Grady,Kevin Costner
Rachel Grady,Rachel Dratch
Rachel Grady,Frank Langella
Rachel Grady,Paula Pell
Rachel Grady,Emily Spivey
Rachel Grady,Christopher Stapleton
Rachel Grady,Shirley MacLaine
Rachel Grady,Robert John Burke
Rachel Grady,Tina Fey
Rachel Grady,Patricia Clarkson
Rachel Grady,Richard Jenkins
Rachel Grady,Tate Donovan
Rachel Grady,Beverly Todd
Rachel Grady,Alex Borstein
Rachel Grady,Ana Gasteyer
Rachel Grady,Ray Wise
Rachel Grady,Mimi Leder
Rachel Grady,Steve Sandvoss
Rachel Grady,Matt Ross
Rachel Grady,Maya Rudolph
Rachel Grady,Jeff Daniels
Rachel Grady,Mark Ruffalo
Rachel Grady,Mena Suvari
Emilio Martínez Lázaro,Salvador Calvo
Emilio Martínez Lázaro,Javier Calvo
Emilio Martínez Lázaro,Daniel Calparsoro
Emilio Martínez Lázaro,Javier Ambrossi
Emilio Martínez Lázaro,Marcel Barrena
Emilio Martínez Lázaro,Frank Ariza
Emilio Martínez Lázaro,Patricia Ferreira
Emilio Martínez Lázaro,Kepa Sojo
Emilio Martínez Lázaro,Eduardo Casanova
Emilio Martínez Lázaro,Icíar Bollaín
Emilio Martínez Lázaro,Carlo Padial
Emilio Martínez Lázaro,Gabriela Tagliavini
Emilio Martínez Lázaro,Javier Ruiz Caldera
Emilio Martínez Lázaro,Curro Velázquez
Emilio Martínez Lázaro,Patricia Font
Emilio Martínez Lázaro,Maria Ripoll
Emilio Martínez Lázaro,Hatem Khraiche
Craig Monahan,Zack Snyder
Craig Monahan,Peter Jackson
Craig Monahan,Luke Sparke
Craig Monahan,Rhiannon Bannenberg
Craig Monahan,Tom Tykwer
Gillian Armstrong,Hans Petter Moland
Gillian Armstrong,Robert Zemeckis
Gillian Armstrong,Alison MacLean
Gillian Armstrong,Simon Stone
Gillian Armstrong,Neil Armfield
Gillian Armstrong,Atom Egoyan
Gillian Armstrong,Jeffrey Walker
Gillian Armstrong,Baz Luhrmann
Gillian Armstrong,John R. Leonetti
John Duigan,Paul Mercurio
