node,label
Supriya Pathak,0
Rebecca Miller,1
Bobby Cannavale,2
Juhi Chawla,0
Surekha Sikri,0
Sid Haig,3
Rico Torres,4
Anne Collette,5
Nutan,6
Brendan Gleeson,5
Alan Cumming,4
Hal Holbrook,7
Lateef Adedimeji,8
Ramsey Nouah,8
Vijay Raaz,6
Janeane Garofalo,9
Richard Gore,10
Sonny Chiba,3
Kate Capshaw,7
Willem Dafoe,11
Leonardo DiCaprio,5
Liev Schreiber,2
Sarah Shahi,9
Andy Richter,9
Matet De Leon,12
Randeep Hooda,0
Moon Moon Sen,6
Rebel Rodriguez,4
Fardeen Khan,6
Tanikella Bharani,6
Ric Young,7
Dustin Hoffman,1
Olivia Roush,13
Aashif Sheikh,6
Pavail Gulati,0
Rajkummar Rao,0
Madeleine Coghlan,13
David Proval,5
Lilliput,6
Ibrahim Shatta,8
Somy Ali,6
Akim Mogaji,8
Abhay Deol,0
Eric André,9
Asrani,6
Pitobash,0
Alexa Nisenson,2
Michael Madsen,4
Carla Gugino,4
Brady Corbet,1
John Travolta,3
Prasad Purandhare,6
Trevor Gagnon,4
Ravi Baswani,6
Naseeruddin Shah,6
Nicholas Colasanto,5
Kiara Advani,0
Rowan Blanchard,4
Ammo 'Too Sweet',0
Angel Locsin,12
Justin Long,2
Kiran Kumar,6
Janhvi Kapoor,0
Ashish Verma,6
Baron Vaughn,9
Bernie Mac,10
John Cleese,10
Kat Dennings,4
Rosario Dawson,4
Divyendu Sharma,6
Rosamund Pike,11
Heather Locklear,2
Billy Burke,11
Nicolas Bro,7
Nissar Khan,6
Amanda Cerny,10
Joni Mitchell,5
Carlos Jacott,1
Sindbad Phgura,0
Sharon Stone,5
Shefali Shah,0
Mary Holland,9
Robert De Niro,5
Kate Bosworth,2
Teri Hatcher,4
Mark Wahlberg,5
Tony Cavalero,10
Ricardo Montalban,4
Halley Feiffer,1
David Yip,7
Mikhail Gorevoy,11
Jeff Daniels,1
Dingdong Dantes,12
Chloë Grace Moretz,2
Julie Hagerty,1
James Brolin,7
J.D. Chakravarthi,6
Irina Kushnareva,6
Christoph Waltz,3
Sofiko Chiaureli,6
Kemi Lala Akindoju,8
Navin Nischol,0
Amanda Plummer,3
Anthony Anderson,5
Maya Erskine,9
John Hurt,7
Hannah Dunne,1
Kate Winslet,2
Adam Rose,1
Atul Mongia,0
Jonathan Ke Quan,7
Victor Banerjee,6
Fred Armisen,9
Dharmendra,6
Richard Gomez,12
Brij Gopal,6
Dimple Kapadia,0
Liam Neeson,5
Tommy 'Tiny' Lister,3
Rekha,6
Jesse Plemons,5
Tom Hiddleston,7
Carl McDowell,10
Paul Sorvino,2
Mike Hanford,9
Ranveer Singh,0
Mickey Rourke,4
Anil Dhawan,6
Raghuvaran,6
Bea Alonzo,12
Ishtiyak Khan,6
Rambha,6
Peter Gerety,2
Jacqueline Fernandez,6
Nico Panagio,8
Dean S. Jagger,10
Victor Argo,5
Tim Curry,10
Cindy Katz,1
Eddie Marsan,7
Stephanie Kurtzuba,5
Jodie Foster,5
Ava Acres,13
Lane Bradbury,5
Neetu Chandra,0
Rajpal Yadav,6
Sandeep Bharadwaj,6
Peter Boyle,5
Sophie Traub,13
Nicolas Cage,11
Sarah Geronimo,12
Mason Cook,4
Arya Banerjee,0
Crispin Glover,10
Sanjay Dutt,6
Manisha Koirala,0
Louie Anderson,9
Domenick Lombardozzi,5
Randy Quaid,2
Charlotte d'Amboise,1
Karisma Kapoor,6
Matthew Maher,1
Angélique Kidjo,8
Randall Park,9
Paul Herman,5
Michael Wincott,11
Ali Larter,13
Danny Trejo,4
Jason Wiles,1
Pavan Malhotra,6
David Bailie,8
Dylan Baker,11
Steven Prince,5
Sylvester Groth,3
Bhumi Pednekar,0
Kenny G,9
Susan Wood,5
Mohan Joshi,6
Sinbad,9
Robert Eddison,7
Paresh Rawal,6
Miles Ocampo,12
Woody Harrelson,2
Catherine Scorsese,5
Akshay Kumar,6
Sadiq Daba,8
Fatym Layachi,8
Nse Ikpe-Etim,8
Akash Thosar,0
Luke Wilson,10
Veronica Cartwright,2
Bill Murray,10
Frank Vincent,5
Richa Chadda,0
Parmeet Sethi,0
Achyut Potdar,6
Jeetendra,6
Elijah Wood,4
Madan Puri,6
Adesh Bhardwaj,6
Vic Tayback,5
John Hawkes,7
Haley Joel Osment,13
Toby Kebbell,7
Madhuri Dixit,6
George Memmoli,5
Bryan Batt,2
James Parks,3
Ayaz Khan,6
Hana Mae Lee,10
Sakina Jaffrey,1
Elliott Gould,1
Ombo Gogo Ombo,8
Cheech Marin,4
Allen Ginsberg,5
Shia LaBeouf,7
Mukul Dev,6
Zachary Oyama,9
Andrew Bachelor,10
Alison Doody,7
Bridget Fonda,3
Tom Hanks,7
Matt Damon,5
Cameron Diaz,5
Sumeet Nijhawan,6
Clare Grant,13
Perla Haney-Jardine,3
Vinod Nagpal,0
Jolie Vanier,4
Seth Rogen,13
Shannon Elizabeth,13
Robbie Amell,10
Savannah Kennick,13
Jesse Eisenberg,1
Rolan Bykov,6
Emily Alyn Lind,10
Ayo Mogaji,8
Peter Mullan,7
Rahul Bhat,0
Benicio Del Toro,4
Adam Sandler,1
Christopher Mintz-Plasse,2
Wale Adebayo,8
Til Schweiger,3
Jennifer Jason Leigh,3
Michael Ironside,10
Shamaine Centenera,12
Rishi Kapoor,6
Prem Chopra,6
Miya Cech,10
Lacey Chabert,2
Zarina Wahab,0
Ayo Adesanya,8
Bella Thorne,10
Dalip Tahil,6
Jack Gore,10
Olivia d'Abo,1
Jason Rogel,10
Lisa Ray,6
John Gleeson Connolly,11
Nathalie Baye,7
Rani Mukerji,0
Alessio Scalzotto,10
Harley Quinn Smith,13
Dave Ferguson,9
John Rhys-Davies,7
Leila Arcieri,2
Samantha Bond,11
Terrence Howard,2
Sakshi Gulati,6
Rainer Bock,7
Patrick Warburton,2
Sam Rockwell,10
Gulshan Devaiah,0
Allan Graf,10
Jane Alexander,10
Michael Parks,3
Parker Posey,1
Sadashiv Amrapurkar,0
Madhavi Singh,0
Bill Martin Williams,2
Anna Paquin,5
