node,label
Gerard Butler,0
Laura Kightlinger,0
Jacob Hopkins,0
Kieran Culkin,0
Naomi Watts,0
Bill Martin Williams,0
Regina King,0
Siobhan Fallon Hogan,0
Josh Duhamel,0
Seann William Scott,0
Kate Bosworth,0
Emma Stone,0
Leila Arcieri,0
Kendrick Cross,0
Griffin Gluck,0
Phil Crowley,0
Efren Ramirez,0
Lacey Chabert,0
William Jordan,0
Keir O'Donnell,0
Alexa Nisenson,0
Paul Sorvino,0
Adam Pally,0
Johnny Knoxville,0
Uma Thurman,0
Anjelica Huston,0
Cathy Cliften,0
Isabela Moner,0
Adhir Kalyan,0
Gary Valentine,0
Steve Zahn,0
Liev Schreiber,0
Jack McBrayer,0
Stephen Merchant,0
Lisa Edelstein,0
Common,0
Michael Wright,0
Chris Pratt,0
Chloë Grace Moretz,0
Jonathan Katz,0
Bobby Cannavale,0
Kristen Bell,0
Greg Kinnear,0
Leslie Bibb,0
Keith David,0
Andrew Daly,0
Rob Riggle,0
John Hodgman,0
Lin Shaye,0
Charlie Sheen,0
Lauren Graham,0
Chris Elliott,0
Anna Faris,0
Hugh Jackman,0
Jamal Mixon,0
Eddie Murphy,0
Richard Gere,0
Woody Harrelson,0
Jayma Mays,0
Bryan Batt,0
Aasif Mandvi,0
Halle Berry,0
Kate Winslet,0
Richard Tyson,0
Retta,0
Dennis Quaid,0
Patrick Warburton,0
Seth MacFarlane,0
J.B. Smoove,0
Randy Quaid,0
Kevin James,0
Adam Ferrara,0
Martin Bats Bradford,0
Jason Sudeikis,0
Justin Long,0
Thomas Barbusca,0
Elise Neal,0
Veronica Cartwright,0
Heather Locklear,0
Alexandria Deberry,0
Stephen Rannazzisi,0
Christopher Mintz-Plasse,0
Jasmine Akakpo,0
Vanessa Angel,0
Matt Walsh,0
Will Sasso,0
Shirley Knight,0
Peter Gerety,0
Terrence Howard,0
Kedrick Brown,0
Gérard Ismaël,0
Kevin Nealon,0
Raini Rodriguez,0
Damian Chapa,0
Gulshan Devaiah,1
Ayaz Khan,1
Joseph Bono,1
Robert De Niro,1
Nicholas Colasanto,1
Anupam Kher,1
Kareena Kapoor,1
