node,label
Friedrich von Thun,0
Anna Paquin,0
Igor Jijikine,0
Daniel Mays,0
Ray Romano,0
Rainer Bock,0
Gad Elmaleh,0
Eddie Marsan,0
Ronee Blakley,0
Jamie Bell,0
Harrison Ford,0
Amy Robinson,0
Harry Northup,0
Theresa Saldana,0
Kris Kristofferson,0
Liam Cunningham,0
Marin Ireland,0
Ramblin' Jack Elliott,0
Henry Thomas,0
David Oyelowo,0
Jeremy Irvine,0
Shmulik Levy,0
James Brolin,0
Nicolas Bro,0
Ben Kingsley,0
Ray Winstone,0
Ronnie Hawkins,0
Jodie Foster,0
Cybill Shepherd,0
Frank Adonis,0
David Proval,0
Embeth Davidtz,0
Daniel Day-Lewis,0
Philip Stone,0
Hal Holbrook,0
David Thewlis,0
Welker White,0
Lane Bradbury,0
Gary Basaraba,0
Alec Baldwin,0
Toby Jones,0
Daniel Craig,0
Denholm Elliott,0
Brendan Gleeson,0
Joseph Gordon-Levitt,0
Peter Mullan,0
Marissa Mathes,0
John Hawkes,0
Joan Baez,0
Frank John Hughes,0
Michael Byrne,0
Joe Pesci,0
John Rhys-Davies,0
Lennard Kuras,0
Karen Allen,0
Louis Cancelmi,0
Simon Pegg,0
Mark Wahlberg,0
Anne Waldman,0
Sharon Stone,0
Patti Smith,0
Jared Harris,0
Kathrine Narducci,0
Joni Mitchell,0
Stephanie Kurtzuba,0
Susan Wood,0
Shia LaBeouf,0
Roy Chiao,0
Nicholas Colasanto,0
David Kross,0
Joe Starr,0
Robert De Niro,0
Brian Howe,0
Jesse Plemons,0
Amy Adams,0
Alison Doody,0
Joseph Cross,0
George Memmoli,0
Ronald Lacey,0
Ralph Fiennes,0
Zina Bethune,0
Anne Collette,0
Wolf Kahler,0
Andrzej Seweryn,0
Mark Ivanir,0
Sean Connery,0
Mario Gallo,0
Allen Ginsberg,0
Cesare Danova,0
Scarlet Rivera,0
Steven Van Zandt,0
Liam Neeson,0
Stephen Graham,0
Sally Field,0
Domenick Lombardozzi,0
Harvey Keitel,0
Vic Tablian,0
Catherine Scorsese,0
Sebastian Maniscalco,0
Roshan Seth,0
John Hurt,0
Bobby Cannavale,0
Kevin Corrigan,0
Vera Farmiga,0
Benedict Cumberbatch,0
Gary Lewis,0
Leonardo DiCaprio,0
Richard Romanus,0
Tommy Lee Jones,0
Małgorzata Gebel,0
Steve Eastin,0
David Strathairn,0
Cathy Moriarty,0
Jack Huston,0
James Spader,0
Paul Herman,0
Amrish Puri,0
Matt Damon,0
Bruce McGill,0
Frank Vincent,0
Tom Hiddleston,0
Billy Green Bush,0
Al Pacino,0
Jonathan Ke Quan,0
Tom Hanks,0
Beatrice Macola,0
Victor Argo,0
Richard Higgs,0
Cate Blanchett,0
Steven Prince,0
Bob Dylan,0
Jack Nicholson,0
David Yip,0
Patrick Kennedy,0
Anthony Anderson,0
Roger McGuinn,0
Murray Moston,0
Nathalie Baye,0
Vic Tayback,0
Chua Kah Joo,0
Michael Scala,0
Leonard Harris,0
Julian Glover,0
Albert Brooks,0
Lelia Goldoni,0
Paul Freeman,0
Cameron Diaz,0
Caroline Goodall,0
John C. Reilly,0
Anthony Higgins,0
Joseph Bono,0
Emily Watson,0
Jonathan Sagall,0
Sam Shepard,0
Kevork Malikyan,0
Jackie Earle Haley,0
Robert Eddison,0
Toby Kebbell,0
Niels Arestrup,0
Alfred Lutter,0
Jim Broadbent,0
Diane Ladd,0
Peter Boyle,0
Martin Sheen,0
Alfred Molina,0
Christopher Walken,0
Kate Capshaw,0
River Phoenix,0
Ric Young,0
Nick Frost,0
Ellen Burstyn,0
