kevin_bacon,max_dist,connected_component_size
Shyam Benegal,3,464
Rajkumar Santoshi,3,464
Mani Ratnam,3,464
Subhash Ghai,3,464
Michael J. Bassett,3,464
Gurinder Chadha,3,464
Mark Williams,3,464
Leena Yadav,3,464
Gideon Raff,3,464
John Duigan,3,464
David Dhawan,3,464
Lasse Hallström,3,464
Gurudev Bhalla,3,464
Brad Anderson,3,464
Ketan Mehta,3,464
Rakeysh Omprakash Mehra,3,464
Pete Travis,3,464
Joel Schumacher,3,464
Steven Spielberg,3,464
