node,label
Jeffrey Nachmanoff,0
Supavitra Babul,1
Noah Baumbach,2
Sarah Adina Smith,3
Mark Columbus,4
Julian Jarrold,0
Anand Tucker,0
Robert Vince,2
Stu Livingston,0
Haissam Hussain,1
Shlok Sharma,1
Kathryn Bigelow,0
Amit Rai,1
Rajkumar Hirani,1
Abbas Tyrewala,1
Mike Newell,0
Castille Landon,0
Gulzar,1
Karen J. Lloyd,5
Joe Johnston,0
Tom Hooper,0
Sam Taylor-Johnson,0
Adam Nimoy,0
Raj Kanwar,1
Tanveer Khan,1
Kieran Darcy-Smith,0
Jaivi Dhanda,6
Apoorva Lakhia,1
Matthew Vaughn,0
Partho Ghosh,1
A. Salaam,1
Vishal Mishra,1
Rick Morales,5
Kushal Srivastava,1
Jarrad Paul,2
Akiva Schaffer,2
Frank Paur,5
Jeeva,1
Steve Antin,2
Hiromasa Yonebayashi,2
Gauri Shinde,1
Nancy Meyers,0
Deniz Gamze Ergüven,2
Sam Raimi,4
Amy Poehler,2
Shyam Benegal,1
Kavi Raz,1
Benjamin Arfmann,2
Karthik Subbaraj,1
Nikhil Nagesh Bhat,1
Satish Kaushik,1
Claude Barras,2
Mike Gunther,2
Samit Kakkad,1
Ben Shelton,2
Roger Allers,2
Amarpreet G S Chabbra,6
John Irvin,2
Lone Scherfig,0
Chris Sivertson,2
Byron Howard,2
Nalan Kumarasamy,1
Wayne Orr,2
Ethan Coen,4
James Ponsoldt,2
Kristian Levring,0
Andrew Stanton,0
Steve Boettcher,2
Anu Menon,1
Devika Bhagat,1
Aziz Mirza,1
Andrew Duncan,5
Paul Schrader,2
Don Bluth,0
Manish Jha,1
Bauddhayan Mukherji,1
Anand Tiwari,1
Mitch Schauer,5
Varun Narvekar,1
Scott Martin,2
Neill Blomkamp,2
Mario Van Peebles,2
Girish Joshi,1
Andrew Bujalski,0
Martin Campbell,0
Ken Kushner,2
Joel Schumacher,2
Ajay Bhuyan,1
Sarthak Dasgupta,1
Ridley Scott,0
Sujoy Ghosh,1
Bo Welch,0
Sidharth Malhotra,1
Eli Roth,3
Sooraj R. Barjatya,1
Tariq Khan,1
Kazumi Fukushima,5
Stanley Tong,1
Lesli Linka Glatter,2
James Gunn,2
Rob Cohen,2
Phillip Noyce,0
Alex Proyas,2
Rai Yuvraj Bains,6
Jason Winer,2
Mahsun Kırmızıgül,2
Kevin Munroe,2
Kaizad Gustad,1
Louis Leterrier,0
Lauren MacMullan,2
Tanuja Chandra,1
Syed Ahmed Shawki,7
Patrik Forsberg,2
Mozez Singh,1
Jay Chandrasekhar,2
Shakun Batra,1
Jonathan Baker,2
Duncan Jones,2
Bruce Robinson,0
Nicolas Winding Refn,0
Raj N. Sippy,1
Joseph Chou,8
Terry Loane,3
Anil V. Kumar,1
Aniruddha Roy Chowdhury,1
Robert C. Ramirez,5
Philipp Stölzl,0
Dave Dorsey,4
John Scheinfeld,2
Harjit Singh,1
Sushil Majumdar,1
Manav Shah,6
Bobby Roth,2
Krishnendu Chattopadhyay,7
Harry Baweja,1
Chuck Russell,2
Lawrence Kasdan,2
Brett Ratner,2
Nagesh Kukunoor,1
Mike Fetterly,5
John Musker,5
Gary Michael Schultz,0
Avadhoot Gupte,1
Kevin MacDonald,0
Mark Landre Gould,2
Rohit Shetty,1
Billy Ray,0
Bong Joon Ho,2
Patricia Rozema,0
Frank Coraci,2
Michael Dowse,2
Michael Bay,2
Dominic Sena,2
M.J. Bassett,0
Farah Khan,1
Bryan Singer,0
Yorgos Lanthimos,0
Antoine Fuqua,2
Dito Montiel,2
Rob Marshall,0
Michael Gallagher,2
Louis J. Horvitz,2
Anthony D'Souza,1
Ian MacAllister-McDonald,4
Renzil D'Silva,1
Guillermo del Toro,5
Robert Altman,0
John R. Leonetti,2
Scott Aukerman,2
Oren Uziel,2
David Dhawan,1
Manika Sharma,1
Charles Martin Smith,0
Victor Levin,0
Chandrakant Kulkarni,1
Rajkumar Santoshi,1
Neil Burger,2
Pierre Morel,2
Maya Forbes,2
Tim Blake Nelson,2
Keenen Ivory Wayans,2
Joe Ksander,2
Rakeysh Omprakash Mehra,1
Spike Jonze,2
Jenna Laurenzo,2
Måns Mårlind,0
Saurabh Kabra,1
Tommy O'Haver,2
Nikhil Advani,1
Ravi Udyawar,1
Andrew Loo,0
Drue Metz,4
Andrew Lau Wai-Keung,0
Peter Segal,2
Abhinay Deo,1
Amit Roy,1
Mary Harron,0
Anna Boden,2
Hemant Gaba,1
Gaby Dellal,2
Michael Socha,0
Zoya Akhtar,1
Jonathan Sobol,2
Vijay Lalwani,1
Phil Nibbelink,0
Rahul Dholakia,1
Rusty Cundieff,2
Mahmudul Islam,7
Stephen Gyllenhaal,0
Deepti Naval,1
Pawan Kripalani,1
Nuhash Humayun,7
Larry Latham,5
Pooja Bhatt,1
Smeep Kang,6
Lilly Wachowski,0
Evan Katz,0
Chris McCoy,0
Johannes Roberts,2
Christopher Guest,2
Fernando Lebrija,2
Eric Summer,0
Julie Taymor,0
Wes Craven,2
Chris Jenkins,2
Ivan Reitman,2
Habib Faisal,1
David Palmer,2
Allan Ungar,2
Simon Savelyev,4
Jason Reitman,0
Bhushan Patel,1
Archie Borders,2
Krishna D.K.,1
Frank O'Connor,8
Shawn Arranha,1
Alana Waksman,4
Michael D. Black,2
Matt Kugelman,2
Chris Williams,2
Andy Goddard,0
Kevin Reynolds,2
James McTeigue,0
Dan Bush,4
Susanne Bier,0
Dan Gilroy,0
Shinji Aramaki,8
Michael Carney,2
Gary David Goldberg,0
Ari Sandel,2
Mike Mills,0
Rob Silvestri,5
Chris Stokes,2
Richard Kelly,0
Troy Nixey,0
Prabhuraj,1
Brit McAdams,2
Richard Curtis,0
David Mirkin,0
Kabir Sadanand,1
Thomas Astruc,5
Matthias Hoene,0
Tensai Okamura,5
Neil Jordan,2
Matthew Robinson,2
Anne Fletcher,0
Lee Tamahori,2
Barry Sonnenfeld,2
R. Balki,1
Raaghav Dar,1
Jennifer Morrison,2
Tim Hill,2
Girish Malik,1
Bob Nelson,4
Mark Osborne,4
Amol Palekar,1
Steve Brill,2
Shekhar Kapur,1
Karey Kirkpatrick,2
David Koepp,2
Mike Gabriel,2
Jennifer Kaytin Robinson,2
Joann Sfar,0
Leo Riley,5
Priyadarshan,1
Onir,1
Barry Jenkins,0
Jay Chapman,2
M. Night Shyamalan,2
Alexandre Aja,2
Umesh Mehra,1
Lauren Hoekstra,4
Jon Gunn,0
Marcus Raboy,2
John Wells,0
Faraz Haider,1
Ajay Bahl,1
Roland Joffé,1
Michael Cuesta,2
Ruben Fleischer,2
Shashanka Ghosh,1
Srivinay Salian,1
Raj Nidimoru,1
Jamie M. Dagg,5
Sajid Khan,1
Puri Jagannadh,1
Vijay Kumar Arora,6
Paul Solet,0
Pamela Romanowsky,4
Josh Vietze,2
Fabrice Du Welz,0
Adam Egypt Mortimer,3
Tanvir Ahsan,7
Simon Wells,0
Andrew Douglas,2
Rajiv Mehra,1
Dibakar Banerjee,1
Sunil Thakur,6
Brad Anderson,0
