kevin_bacon,max_dist,connected_component_size
Ray Winstone,1,171
Daniel Day-Lewis,1,171
Liam Neeson,1,171
Leonardo DiCaprio,1,171
Jim Broadbent,1,171
Martin Sheen,1,171
