node,label
<<<<<<< HEAD
Will Lowell,0
Faraz Haider,1
James Duffy,2
Hiromasa Yonebayashi,2
Saket Chaudhary,1
Gabriele Muccino,2
Devika Bhagat,1
Nalan Kumarasamy,3
Prawal Raman,1
Shakun Batra,1
Nina Paley,4
Bejoy Nambiar,1
K.C. Bokadia,1
Troy Miller,2
Pete Travis,2
Dean Wellins,2
Frank Miller,2
Lynn Shelton,2
Anurag Kashyap,1
Sachin Kamlakar Khot,1
Samir Karnik,1
Mahesh Bhatt,1
Ira Sachs,4
N. Linguswamy,1
Michael Dowse,2
Sooraj R. Barjatya,1
David Wain,2
R. Balki,3
Chris Buck,2
Joan C. Gratz,4
Scott Stewart,2
Mahesh Manjrekar,1
Ashutosh Gowariker,1
Stuart Baird,2
Anna Boden,2
Sameer Sharma,3
Mark Columbus,0
Christian Desmares,2
Bedabrata Pain,1
Meghna Gulzar,1
Nagesh Kukunoor,1
Danny Boyle,2
Alana Waksman,0
Tom Gianas,2
Gauravv K Chawla,3
Sagar Sarhadi,1
Neil Jordan,2
Gilles Paquet-Brenner,2
Leslye Headland,2
Tarun Mansukhani,1
Ribhu Dasgupta,1
Anurag Basu,1
Louis Leterrier,4
Wes Craven,2
Shekhar Kapur,1
Vishal Bhardwaj,1
Dharmendra Suresh Desai,1
Jonathan van Tulleken,2
Tom Tykwer,2
Chandan Arora,1
Will Eubank,0
Woody Allen,2
Sajid Khan,1
Sohail Tatari,1
Michael J. Bassett,1
Karan Anshuman,1
Mike Disa,2
Sidharth Malhotra,1
Lauren Miller Rogen,2
John Dahl,0
Dominic Sena,2
Jocelyn Moorhouse,2
Peggy Holmes,2
Rakeysh Omprakash Mehra,1
Vipul Amrutlal Shah,1
John Duigan,1
Kevin Deters,2
Valli Bindana,1
Anthony Russo,2
Rajshree Ojha,3
Chandra Barot,1
Johannes Roberts,2
Dharmesh Darshan,1
Raymie Muzquiz,4
Peter Jackson,4
Anant Balani,1
Rajesh Mapuskar,1
Philippe Falardeau,2
Daniel Alfredson,2
Vanita Shastry,0
Jason Reitman,2
Mark Dindal,2
Abhinav Shiv Tiwari,3
Andy Tennant,2
Robbie Grewal,1
Mark Osborne,0
Patrick Osborne,2
Steven Brill,2
Olivier Assayas,2
Kookie V. Gulati,1
Rob Burnett,2
Lilly Wachowski,2
Shree Narayan Singh,1
George C. Wolfe,2
Jon YonKondy,0
Ethan Coen,0
Raj Nidimoru,3
Victor Levin,4
Atom Egoyan,4
Noah Baumbach,2
Michael Bay,2
Raja Sen,3
Bryan Singer,4
Mastan Alibhai Burmawalla,1
Onir,3
Gerard McMurray,2
Steven Soderbergh,2
Sudip Bandyopadhyay,1
Steven Spielberg,4
Lauren MacMullan,2
Sofia Coppola,2
Gajendra Ahire,1
Leena Yadav,1
Syed Ahmad Afzal,3
Martin Scorsese,2
Bruce Robinson,2
Ed Gass-Donnelly,2
Gregory Hoblit,2
Daniel Gray Longino,4
Rob Reiner,2
Akiva Schaffer,2
Robert Luketic,2
Raja Menon,1
Abhishek Kapoor,1
Douglas McGrath,2
Gus Van Sant,0
Kevin R. Adams,2
Maya Forbes,2
Santosh Sivan,1
Amaan Khan,1
Jeff Baena,2
Tony Scott,2
Krishna D.K.,3
Scott Aukerman,2
John Musker,2
Milan Luthria,1
David Mirkin,2
Stu Livingston,4
Clark Johnson,2
Mahin Ibrahim,0
Raj Kanwar,1
Adam McKay,2
Eva Vives,2
Madhur Bhandarkar,1
Lars von Trier,2
Lana Wachowski,2
Abhishek Sharma,1
Taika Waititi,2
Quentin Tarantino,2
Sriram Raghavan,3
Avinash Das,3
Gideon Raff,2
Louis J. Horvitz,2
Mikhil Musale,1
Paul Brizzi,4
Sudhir Mishra,1
Steve Brill,2
Antoine Fuqua,2
Umesh Ghadge,1
N. Chandra,1
Jorge Blanco,2
Rusty Cundieff,2
Kunal Deshmukh,1
Amit Rai,1
Shashilal K. Nair,1
Sachin Yardi,1
Richard LaGravenese,2
Marc Abraham,2
Anubhav Sinha,1
Partho Ghosh,1
Farhan Akhtar,1
James Wan,0
Harmony Korine,0
Hrishikesh Mukherjee,1
Ava DuVernay,2
Sergio Pablos,2
Raj Kaushal,1
Puri Jagannadh,1
Craig Gillespie,2
Mark Williams,4
Stevie Wermers,2
Tigmanshu Dhulia,1
Gaby Dellal,2
Pamela Romanowsky,0
Ryan Fleck,2
Khalid Mohamed,1
Jill Culton,2
Joe Ksander,2
Shaad Ali,1
Rajkumar Santoshi,1
Kyle Newman,0
Paritosh Painter,1
Krish,1
Sangeeth Sivan,1
William Eubank,0
Dax Shepard,2
Amol Palekar,1
Indra Kumar,1
Bobby Farrelly,0
Satish Kaushik,1
Sujoy Ghosh,1
Jonathan Hensleigh,2
Dibakar Banerjee,1
Peter Ramsey,2
Imtiaz Ali,1
Raaghav Dar,1
Bob Persichetti,2
Gerard Barrett,2
Brian Levant,2
Gauri Shinde,1
Kevin Smith,2
Samar Khan,1
Mark Henn,2
Umesh Mehra,1
Sam Mendes,2
Amber Tamblyn,4
Nishikant Kamat,1
David Beier,0
Gurinder Chadha,3
Umesh Shukla,1
Pa. Ranjith,3
Phil Johnston,2
Hoyt Yeatman,2
Reema Kagti,1
Jasbir Bijendra Bhati,1
Edward Zwick,2
Pratim D. Gupta,3
Brett Ratner,2
Mani Ratnam,1
Ted Demme,2
Greg Mottola,2
Tanuja Chandra,1
Barry Sonnenfeld,2
Sandeep Reddy Vanga,1
Lee Tamahori,2
Anu Menon,3
Will Graham,2
Paul Weitz,4
Suparn Verma,3
Mathieu Kassovitz,2
Sujeeth,1
Jay Baruchel,2
Fabrice Du Welz,4
Shyam Benegal,1
Mike Newell,2
David Ayer,2
Anand Tiwari,1
Joe Dante,4
Michael Socha,4
Sam Raimi,0
Terry Gilliam,2
Manmohan Desai,1
Roger Kumble,2
John Lee Hancock,2
Mahmood Farooqui,1
K. Subhash,1
Pia Sukanya,3
Param Gill,1
Derek Cianfrance,2
McG,2
Gurudev Bhalla,1
Shelly Chopra Dhar,1
James Foley,2
Byron Howard,2
Jay Roach,2
Anthony D'Souza,1
Mike Flanagan,2
Raj Kumar Gupta,1
Michael D. Black,2
